num.roi,param,v,p,m,p.fdr,roi,hemi,community,community.short
59,distractor,3034,0.015600694339514,0.0153383548390159,0.274660965108394,a24pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
59,incongruency,2814,0.0845800043678987,0.0250747174013414,0.214315077037885,a24pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
59,target,3144,0.00547503361370131,0.0213732531889108,0.00895914591332942,a24pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
60,congruency,2111,0.867837456743023,-0.000678899454878072,0.999998713932226,p32pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
60,distractor,3207,0.00282411090850381,0.0156958700374902,0.114198560814917,p32pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
60,incongruency,3106,0.00798430149130269,0.0725620612894213,0.0420635111143134,p32pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
60,target,3345,0.000563880790521918,0.0251948194027369,0.00131816288693435,p32pr_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
61,congruency,1930,0.960593411006616,-0.0148455538000593,0.999998713932226,a24_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
61,distractor,2436,0.485866131189392,0.00254136870201585,0.999496041303893,a24_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
61,incongruency,2857,0.0633454912986471,0.0329373139015125,0.180987117996135,a24_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
61,target,3239,0.00198253045719001,0.0241972880320907,0.00379633491802343,a24_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
62,congruency,2277,0.701247892754932,0.00281250495724962,0.999998713932226,d32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
62,distractor,2801,0.0919501550835563,0.00847080548517812,0.624153246045029,d32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
62,incongruency,2744,0.129901371228555,0.0357705466623484,0.271877202642399,d32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
62,target,3530,4.57467995526846e-05,0.028469382452347,0.000173356293041752,d32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
63,congruency,2090,0.883102895975152,-0.0105161232305649,0.999998713932226,8BM_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
63,distractor,2339,0.621069618422879,0.000568548062769158,0.999918495817204,8BM_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
63,incongruency,3352,0.0005165530994361,0.0699089504039957,0.0077482964915415,8BM_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
63,target,3273,0.00134366361270745,0.0269386890429746,0.0026873272254149,8BM_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
64,congruency,2210,0.777987062520929,-0.00354025088837756,0.999998713932226,p32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
64,distractor,2230,0.756328529068372,0.00254593583236493,0.999918495817204,p32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
64,incongruency,2336,0.625107142439085,0.00202629771159152,0.762842614501935,p32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
64,target,3266,0.00145729786377429,0.0199189878193534,0.00286681546971992,p32_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
65,congruency,2423,0.504240968171799,0.0040949379904182,0.999998713932226,10r_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
65,distractor,2042,0.913201048037638,-0.00640187472629201,0.999918495817204,10r_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
65,incongruency,2228,0.758544483353,-0.00629175243414615,0.853362543772125,10r_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
65,target,3053,0.0131476426044779,0.0154111486359726,0.018561377794557,10r_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
66,congruency,2299,0.673657137540378,-0.00316443380735365,0.999998713932226,47m_L,L,orbital and polar frontal cortex,oFC and pFC
66,distractor,2763,0.116202717701102,0.0115321487541178,0.62660680393575,47m_L,L,orbital and polar frontal cortex,oFC and pFC
66,incongruency,2278,0.70001699548974,0.00507665914483259,0.818201683039956,47m_L,L,orbital and polar frontal cortex,oFC and pFC
66,target,3145,0.0054197351375956,0.0157437294687699,0.00895002132813952,47m_L,L,orbital and polar frontal cortex,oFC and pFC
67,congruency,2401,0.53529589354058,-0.00214686156552531,0.999998713932226,8Av_L,L,dorsolateral prefrontal cortex,dlPFC
67,distractor,1768,0.990141067184209,-0.0138424847668678,0.999918495817204,8Av_L,L,dorsolateral prefrontal cortex,dlPFC
67,incongruency,2679,0.184986223076008,0.0249053238381069,0.345016453650578,8Av_L,L,dorsolateral prefrontal cortex,dlPFC
67,target,3270,0.00139133410538914,0.0214080858381591,0.00275208943923126,8Av_L,L,dorsolateral prefrontal cortex,dlPFC
68,congruency,2331,0.631805780425045,0.00246274302483829,0.999998713932226,8Ad_L,L,dorsolateral prefrontal cortex,dlPFC
68,distractor,1751,0.991619626057808,-0.0114584195883245,0.999918495817204,8Ad_L,L,dorsolateral prefrontal cortex,dlPFC
68,incongruency,2910,0.0431642480678349,0.0400972066885061,0.141264811858369,8Ad_L,L,dorsolateral prefrontal cortex,dlPFC
68,target,3428,0.000192130219468026,0.0277247540472459,0.000532052915449919,8Ad_L,L,dorsolateral prefrontal cortex,dlPFC
69,congruency,1929,0.960894147668508,-0.0143759600505515,0.999998713932226,9m_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
69,distractor,1842,0.980748011936325,-0.0123740052558293,0.999918495817204,9m_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
69,incongruency,2850,0.0664870278825184,0.0337813763650527,0.183972362707149,9m_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
69,target,3175,0.00397555138971032,0.0209006910560113,0.00684783971433357,9m_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
70,congruency,2076,0.892558889775195,-0.00658380587690326,0.999998713932226,8BL_L,L,dorsolateral prefrontal cortex,dlPFC
70,distractor,1986,0.940522383726463,-0.00838912826850185,0.999918495817204,8BL_L,L,dorsolateral prefrontal cortex,dlPFC
70,incongruency,3123,0.00675804834971464,0.0404653173438902,0.0386174191412265,8BL_L,L,dorsolateral prefrontal cortex,dlPFC
70,target,3212,0.00267431088669895,0.0179915731536777,0.00483794934277197,8BL_L,L,dorsolateral prefrontal cortex,dlPFC
71,congruency,2410,0.522606810411907,-0.0012759689930762,0.999998713932226,9p_L,L,dorsolateral prefrontal cortex,dlPFC
71,distractor,2115,0.86478056356965,-0.00646706206888261,0.999918495817204,9p_L,L,dorsolateral prefrontal cortex,dlPFC
71,incongruency,2670,0.193620186044598,0.0274849009746549,0.350270021328013,9p_L,L,dorsolateral prefrontal cortex,dlPFC
71,target,3703,3.01766543572112e-06,0.0419878562655257,2.17271911371921e-05,9p_L,L,dorsolateral prefrontal cortex,dlPFC
72,congruency,2488,0.413051711791089,0.00878797540830934,0.999998713932226,10d_L,L,orbital and polar frontal cortex,oFC and pFC
72,distractor,2682,0.18216223092739,0.0036825812680687,0.690010690627406,10d_L,L,orbital and polar frontal cortex,oFC and pFC
72,incongruency,2728,0.142273591554296,0.0258210700536257,0.289370016720601,10d_L,L,orbital and polar frontal cortex,oFC and pFC
72,target,3450,0.000142468584057317,0.0299310164679072,0.000420399100497001,10d_L,L,orbital and polar frontal cortex,oFC and pFC
73,congruency,3001,0.0207971396525009,0.0213452143259602,0.499131351660023,8C_L,L,dorsolateral prefrontal cortex,dlPFC
73,distractor,2100,0.875996980895671,-0.00358754547200886,0.999918495817204,8C_L,L,dorsolateral prefrontal cortex,dlPFC
73,incongruency,2926,0.0382148366490858,0.0438316161398323,0.130788625138802,8C_L,L,dorsolateral prefrontal cortex,dlPFC
73,target,3284,0.0011813636115282,0.0257980975753391,0.00238927471994467,8C_L,L,dorsolateral prefrontal cortex,dlPFC
74,congruency,2091,0.882405573758424,-0.00669983158364461,0.999998713932226,44_L,L,inferior frontal cortex,iFC
74,distractor,1648,0.997082416144639,-0.0135644536837643,0.999918495817204,44_L,L,inferior frontal cortex,iFC
74,incongruency,3381,0.000357039106374134,0.0704036981259221,0.00584245810430402,44_L,L,inferior frontal cortex,iFC
74,target,3320,0.000767568939187143,0.0234216547066395,0.00170570875374921,44_L,L,inferior frontal cortex,iFC
75,congruency,2304,0.667244262643098,-0.00571113949361279,0.999998713932226,45_L,L,inferior frontal cortex,iFC
75,distractor,1849,0.979555011998382,-0.0103897514024008,0.999918495817204,45_L,L,inferior frontal cortex,iFC
75,incongruency,2827,0.07766210502404,0.0361322190053858,0.205432573776439,45_L,L,inferior frontal cortex,iFC
75,target,3744,1.50281678019018e-06,0.0360747816564953,1.5912177672602e-05,45_L,L,inferior frontal cortex,iFC
76,congruency,2465,0.445041374133944,0.0061972274010358,0.999998713932226,47l_L,L,inferior frontal cortex,iFC
76,distractor,2440,0.480216557790729,0.00648289054764304,0.999496041303893,47l_L,L,inferior frontal cortex,iFC
76,incongruency,2312,0.656881792469035,0.000899245229311249,0.790894465849005,47l_L,L,inferior frontal cortex,iFC
76,target,3837,2.86670707880243e-07,0.0373441392596895,5.35314291155953e-06,47l_L,L,inferior frontal cortex,iFC
77,congruency,2897,0.0475562363670205,0.0166773093642993,0.611437324718835,a47r_L,L,orbital and polar frontal cortex,oFC and pFC
77,distractor,2606,0.261787663446574,0.0089573085291762,0.769587619524285,a47r_L,L,orbital and polar frontal cortex,oFC and pFC
77,incongruency,2645,0.218861692241577,0.0164755512429318,0.369907085478722,a47r_L,L,orbital and polar frontal cortex,oFC and pFC
77,target,3977,1.94154497499545e-08,0.0432596615409044,8.73695238747953e-07,a47r_L,L,orbital and polar frontal cortex,oFC and pFC
78,congruency,2887,0.0511725904706648,0.0152724179499342,0.635245950670322,6r_L,L,premotor cortex,PM
78,distractor,2292,0.682549246335469,0.00369576967698123,0.999918495817204,6r_L,L,premotor cortex,PM
78,incongruency,2482,0.421350290324369,0.0137115744312977,0.59718938786131,6r_L,L,premotor cortex,PM
78,target,3347,0.00054996499397408,0.0262095204623594,0.00129403527993901,6r_L,L,premotor cortex,PM
79,congruency,1736,0.992758760772864,-0.0190298102323401,0.999998713932226,IFJa_L,L,inferior frontal cortex,iFC
79,distractor,1911,0.965995120053491,-0.00764928910782211,0.999918495817204,IFJa_L,L,inferior frontal cortex,iFC
79,incongruency,3581,2.13068768170008e-05,0.0792134986169654,0.000590036588778483,IFJa_L,L,inferior frontal cortex,iFC
79,target,3322,0.000749066381561507,0.0305422542408848,0.00167493103951641,IFJa_L,L,inferior frontal cortex,iFC
80,congruency,2135,0.848772002909251,-0.00430148754650407,0.999998713932226,IFJp_L,L,inferior frontal cortex,iFC
80,distractor,2640,0.224128080025944,0.00511208581360428,0.723824769957056,IFJp_L,L,inferior frontal cortex,iFC
80,incongruency,3441,0.00016112093205667,0.0750324920846714,0.00290017677702006,IFJp_L,L,inferior frontal cortex,iFC
80,target,3235,0.00207352756038447,0.024516763025559,0.00388786417572088,IFJp_L,L,inferior frontal cortex,iFC
81,congruency,2197,0.791454713431313,-0.00756897505351947,0.999998713932226,IFSp_L,L,inferior frontal cortex,iFC
81,distractor,1723,0.993633206898645,-0.00985621735153248,0.999918495817204,IFSp_L,L,inferior frontal cortex,iFC
81,incongruency,3010,0.019251988063675,0.0532374220655685,0.0796633988841722,IFSp_L,L,inferior frontal cortex,iFC
81,target,3124,0.00669139923872088,0.0161294513008106,0.0103832057152565,IFSp_L,L,inferior frontal cortex,iFC
82,congruency,2572,0.302451656757,0.00712308491500609,0.999998713932226,IFSa_L,L,inferior frontal cortex,iFC
82,distractor,2788,0.0997854804630865,0.0128802857017295,0.624153246045029,IFSa_L,L,inferior frontal cortex,iFC
82,incongruency,3169,0.00423324137309127,0.0544489292043702,0.0277084889875065,IFSa_L,L,inferior frontal cortex,iFC
82,target,3407,0.000254239950431823,0.0225282578473722,0.000672988104084237,IFSa_L,L,inferior frontal cortex,iFC
83,congruency,2510,0.38298115959859,0.00581490843396263,0.999998713932226,p9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
83,distractor,1728,0.993308600761279,-0.0151559058402539,0.999918495817204,p9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
83,incongruency,3243,0.00189517432866261,0.0617725829611331,0.0160392696707313,p9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
83,target,3236,0.00205042975249006,0.0313824191480002,0.00388502479419169,p9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
84,congruency,2794,0.0961105976239711,0.013627345874767,0.768884780991769,46_L,L,dorsolateral prefrontal cortex,dlPFC
84,distractor,2047,0.910366551384602,-0.00833912307200388,0.999918495817204,46_L,L,dorsolateral prefrontal cortex,dlPFC
84,incongruency,2380,0.56474257051797,0.0130064464354576,0.703485554970481,46_L,L,dorsolateral prefrontal cortex,dlPFC
84,target,3426,0.000197369020606826,0.0276312512844974,0.000538279147109526,46_L,L,dorsolateral prefrontal cortex,dlPFC
85,congruency,2426,0.5,0.00256447670599665,0.999998713932226,a9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
85,distractor,2186,0.80246488170743,-0.00379763681142936,0.999918495817204,a9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
85,incongruency,3046,0.0140095899131745,0.0450833996576616,0.0663612153781949,a9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
85,target,3023,0.0171930192840543,0.01680358008795,0.0232687479032314,a9-46v_L,L,dorsolateral prefrontal cortex,dlPFC
86,congruency,2813,0.0851307111567154,0.0202660267453431,0.768884780991769,9-46d_L,L,dorsolateral prefrontal cortex,dlPFC
86,distractor,1600,0.998288725837489,-0.016769204240583,0.999918495817204,9-46d_L,L,dorsolateral prefrontal cortex,dlPFC
86,incongruency,3709,2.72844380128553e-06,0.0662432888626333,0.000196447953692558,9-46d_L,L,dorsolateral prefrontal cortex,dlPFC
86,target,2686,0.178439077096844,0.00823741555103718,0.191184725460904,9-46d_L,L,dorsolateral prefrontal cortex,dlPFC
87,congruency,2545,0.336627235820704,0.0116455562034182,0.999998713932226,9a_L,L,dorsolateral prefrontal cortex,dlPFC
87,distractor,1848,0.979729184544044,-0.00930795087310243,0.999918495817204,9a_L,L,dorsolateral prefrontal cortex,dlPFC
87,incongruency,2550,0.330184578637141,0.0166673262572576,0.51235538064384,9a_L,L,dorsolateral prefrontal cortex,dlPFC
87,target,3170,0.00418928192599921,0.0221931715741237,0.00704739015588652,9a_L,L,dorsolateral prefrontal cortex,dlPFC
88,congruency,2498,0.399308434122385,0.00727059185167768,0.999998713932226,10v_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
88,distractor,2082,0.888576097785167,-0.00748175840627283,0.999918495817204,10v_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
88,incongruency,2305,0.665955718025629,-0.000989874950726029,0.793854498308697,10v_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
88,target,3258,0.00159786124310607,0.0252504864643756,0.0031093516082064,10v_L,L,anterior cingulate and medial prefrontal cortex,aCC and mPFC
89,congruency,2281,0.696310610848778,-0.00377494854409164,0.999998713932226,a10p_L,L,orbital and polar frontal cortex,oFC and pFC
89,distractor,2758,0.119704044154504,0.0111105084960441,0.62660680393575,a10p_L,L,orbital and polar frontal cortex,oFC and pFC
89,incongruency,2371,0.577263104589913,0.00514242251758855,0.71660247466334,a10p_L,L,orbital and polar frontal cortex,oFC and pFC
89,target,3385,0.000339042086581312,0.0272849743502367,0.00084760521645328,a10p_L,L,orbital and polar frontal cortex,oFC and pFC
90,congruency,2416,0.514133868810608,0.0039288333833511,0.999998713932226,10pp_L,L,orbital and polar frontal cortex,oFC and pFC
90,distractor,2608,0.259485946920744,0.00853013282749019,0.769587619524285,10pp_L,L,orbital and polar frontal cortex,oFC and pFC
90,incongruency,2450,0.466112470762062,0.00489699577178384,0.628466252712893,10pp_L,L,orbital and polar frontal cortex,oFC and pFC
90,target,3464,0.000117427724767961,0.0317385458239393,0.000370824394004086,10pp_L,L,orbital and polar frontal cortex,oFC and pFC
91,congruency,2133,0.850427362210201,-0.00251082512066329,0.999998713932226,11l_L,L,orbital and polar frontal cortex,oFC and pFC
91,distractor,2879,0.0542204575938903,0.0106976055826082,0.51366749299475,11l_L,L,orbital and polar frontal cortex,oFC and pFC
91,incongruency,2527,0.360208597995945,0.0111291290604026,0.538070934765727,11l_L,L,orbital and polar frontal cortex,oFC and pFC
91,target,3932,4.73457923278298e-08,0.0351317705699659,1.4203737698349e-06,11l_L,L,orbital and polar frontal cortex,oFC and pFC
92,congruency,2856,0.0637870733672678,0.0204382095770414,0.732669676581385,13l_L,L,orbital and polar frontal cortex,oFC and pFC
92,distractor,2419,0.509894764086827,-0.000164246320186868,0.999918495817204,13l_L,L,orbital and polar frontal cortex,oFC and pFC
92,incongruency,1784,0.98854632797747,-0.0282827636270218,0.994356050711741,13l_L,L,orbital and polar frontal cortex,oFC and pFC
92,target,2974,0.0260758031160382,0.0176623177293795,0.0334067228532874,13l_L,L,orbital and polar frontal cortex,oFC and pFC
93,congruency,2480,0.42412445845883,0.00199369490727985,0.999998713932226,OFC_L,L,orbital and polar frontal cortex,oFC and pFC
93,distractor,1769,0.990047401268043,-0.0110132330404468,0.999918495817204,OFC_L,L,orbital and polar frontal cortex,oFC and pFC
93,incongruency,2802,0.0913668629630465,0.0364963013806189,0.223500010214071,OFC_L,L,orbital and polar frontal cortex,oFC and pFC
93,target,3436,0.000172447316922099,0.0238411794383226,0.000492706619777427,OFC_L,L,orbital and polar frontal cortex,oFC and pFC
94,congruency,2133,0.850427362210201,-0.00923542366608147,0.999998713932226,47s_L,L,orbital and polar frontal cortex,oFC and pFC
94,distractor,2908,0.0438177901269553,0.0136540019459262,0.438177901269553,47s_L,L,orbital and polar frontal cortex,oFC and pFC
94,incongruency,2724,0.145487318733625,0.0226490176058063,0.29424401541632,47s_L,L,orbital and polar frontal cortex,oFC and pFC
94,target,3695,3.44920406981977e-06,0.0392944971121594,2.38219827960621e-05,47s_L,L,orbital and polar frontal cortex,oFC and pFC
95,congruency,2282,0.695070622795366,-0.00579766589151568,0.999998713932226,LIPd_L,L,superior parietal cortex,sP
95,distractor,2821,0.0807996531316115,0.0124611218367784,0.605030213842775,LIPd_L,L,superior parietal cortex,sP
95,incongruency,3881,1.26204750141327e-07,0.120226340564186,4.54337100508779e-05,LIPd_L,L,superior parietal cortex,sP
95,target,3116,0.00724123922713578,0.0160852601532976,0.0110929622202931,LIPd_L,L,superior parietal cortex,sP
96,congruency,3004,0.0202708154559556,0.022420991451865,0.499131351660023,6a_L,L,premotor cortex,PM
96,distractor,2360,0.592459408619771,0.000606224070087124,0.999918495817204,6a_L,L,premotor cortex,PM
96,incongruency,2990,0.0228270477121696,0.0523170749303915,0.0913081908486786,6a_L,L,premotor cortex,PM
96,target,2951,0.0314160382826239,0.0161189799832596,0.0395446635725336,6a_L,L,premotor cortex,PM
97,congruency,2205,0.783224763054503,-0.00582779552562538,0.999998713932226,i6-8_L,L,dorsolateral prefrontal cortex,dlPFC
97,distractor,2657,0.2065169549274,0.00770260486186494,0.712224063538622,i6-8_L,L,dorsolateral prefrontal cortex,dlPFC
97,incongruency,3251,0.00173087344859432,0.0727560309302968,0.0155778610373489,i6-8_L,L,dorsolateral prefrontal cortex,dlPFC
97,target,3452,0.000138608033957341,0.0295543081176671,0.000412387539046634,i6-8_L,L,dorsolateral prefrontal cortex,dlPFC
98,congruency,2420,0.508481457093028,0.00398964615975523,0.999998713932226,s6-8_L,L,dorsolateral prefrontal cortex,dlPFC
98,distractor,1898,0.969328058913933,-0.0124380133822771,0.999918495817204,s6-8_L,L,dorsolateral prefrontal cortex,dlPFC
98,incongruency,3105,0.00806217296357674,0.0532106277937843,0.0420635111143134,s6-8_L,L,dorsolateral prefrontal cortex,dlPFC
98,target,2945,0.0329490295175567,0.0128884265681906,0.0411862868969459,s6-8_L,L,dorsolateral prefrontal cortex,dlPFC
99,congruency,2773,0.109419490990197,0.0121485339611337,0.792819493217671,43_L,L,posterior opercular cortex,pOperc
99,distractor,2286,0.690088344905508,0.00227737953092077,0.999918495817204,43_L,L,posterior opercular cortex,pOperc
99,incongruency,2535,0.349655803513237,0.0157384283324626,0.526678197760524,43_L,L,posterior opercular cortex,pOperc
99,target,3538,4.06631607002098e-05,0.0287879362589494,0.000162121917481628,43_L,L,posterior opercular cortex,pOperc
100,congruency,2306,0.664665214120989,-0.00600713749831189,0.999998713932226,OP4_L,L,posterior opercular cortex,pOperc
100,distractor,1807,0.985863382658681,-0.0137887433793238,0.999918495817204,OP4_L,L,posterior opercular cortex,pOperc
100,incongruency,3125,0.00662533173687234,0.0499644652318413,0.0384696681495813,OP4_L,L,posterior opercular cortex,pOperc
100,target,4090,1.85632764843835e-09,0.0538431142522409,1.11379658906301e-07,OP4_L,L,posterior opercular cortex,pOperc
101,congruency,1579,0.998656336387292,-0.0218620558349013,0.999998713932226,OP1_L,L,posterior opercular cortex,pOperc
101,distractor,2090,0.883102895975152,-0.00786535451839512,0.999918495817204,OP1_L,L,posterior opercular cortex,pOperc
101,incongruency,2826,0.0781785072427005,0.028129909910758,0.205432573776439,OP1_L,L,posterior opercular cortex,pOperc
101,target,3499,7.16916173323225e-05,0.0290010652408976,0.000250572643103263,OP1_L,L,posterior opercular cortex,pOperc
102,congruency,2683,0.181226920275074,0.00964152875528312,0.928397170351329,OP2-3_L,L,posterior opercular cortex,pOperc
102,distractor,2578,0.295073264760956,0.00687596738414995,0.823911260713359,OP2-3_L,L,posterior opercular cortex,pOperc
102,incongruency,2084,0.887225306280746,-0.00311080976592228,0.942186165961854,OP2-3_L,L,posterior opercular cortex,pOperc
102,target,3537,4.1268078925222e-05,0.0315605073179969,0.000162121917481628,OP2-3_L,L,posterior opercular cortex,pOperc
103,congruency,2331,0.631805780425045,0.000403365360685632,0.999998713932226,52_L,L,insular and frontal opercular cortex,insular and FO
103,distractor,2564,0.312416025654261,0.0024968446026807,0.839810908451806,52_L,L,insular and frontal opercular cortex,insular and FO
103,incongruency,2781,0.104201333654642,0.0299644232186958,0.240464616126096,52_L,L,insular and frontal opercular cortex,insular and FO
103,target,3033,0.0157400246031939,0.0232016955020233,0.0215452808256647,52_L,L,insular and frontal opercular cortex,insular and FO
104,congruency,2284,0.692583925740063,-0.000641283775584099,0.999998713932226,RI_L,L,early auditory cortex,early aud.
104,distractor,2757,0.120413145552899,0.00641832883452893,0.62660680393575,RI_L,L,early auditory cortex,early aud.
104,incongruency,3025,0.016893582808818,0.038924062622252,0.0745721318344523,RI_L,L,early auditory cortex,early aud.
104,target,3436,0.000172447316922099,0.0365896561169911,0.000492706619777427,RI_L,L,early auditory cortex,early aud.
105,congruency,1992,0.937964984030497,-0.0114886730263811,0.999998713932226,PFcm_L,L,posterior opercular cortex,pOperc
105,distractor,2628,0.237056638378638,0.00513237143903726,0.729405041165039,PFcm_L,L,posterior opercular cortex,pOperc
105,incongruency,2850,0.0664870278825184,0.0336851265536046,0.183972362707149,PFcm_L,L,posterior opercular cortex,pOperc
105,target,3872,1.495507102701e-07,0.0369922581520478,3.79730569813678e-06,PFcm_L,L,posterior opercular cortex,pOperc
106,congruency,2090,0.883102895975152,-0.012009736605011,0.999998713932226,PoI2_L,L,insular and frontal opercular cortex,insular and FO
106,distractor,2107,0.870846365941536,-0.00641468863129609,0.999918495817204,PoI2_L,L,insular and frontal opercular cortex,insular and FO
106,incongruency,2478,0.426902391315864,0.00817197072695886,0.600331487787934,PoI2_L,L,insular and frontal opercular cortex,insular and FO
106,target,3371,0.000405987218849587,0.031996329357972,0.000987536478282779,PoI2_L,L,insular and frontal opercular cortex,insular and FO
107,congruency,2154,0.832440169901467,-0.00177166020355349,0.999998713932226,TA2_L,L,auditory association cortex,aud. assoc.
107,distractor,2394,0.545141085592922,0.0100206365191296,0.999918495817204,TA2_L,L,auditory association cortex,aud. assoc.
107,incongruency,1778,0.989168858338695,-0.0277230925197497,0.994356050711741,TA2_L,L,auditory association cortex,aud. assoc.
107,target,3634,9.31778853884519e-06,0.0314664876416925,5.41032882900688e-05,TA2_L,L,auditory association cortex,aud. assoc.
108,congruency,2575,0.298752107245068,0.00888802628351075,0.999998713932226,FOP4_L,L,insular and frontal opercular cortex,insular and FO
108,distractor,2168,0.8197053768736,-0.000868642377510622,0.999918495817204,FOP4_L,L,insular and frontal opercular cortex,insular and FO
108,incongruency,3310,0.000866557024624924,0.0793160836294594,0.00974876652703039,FOP4_L,L,insular and frontal opercular cortex,insular and FO
108,target,3787,7.07755068051784e-07,0.0320951600339584,9.43673424069045e-06,FOP4_L,L,insular and frontal opercular cortex,insular and FO
109,congruency,2690,0.174764227828982,0.00927721504606362,0.928397170351329,MI_L,L,insular and frontal opercular cortex,insular and FO
109,distractor,1922,0.962947359360253,-0.0105278709893386,0.999918495817204,MI_L,L,insular and frontal opercular cortex,insular and FO
109,incongruency,2662,0.201497528514676,0.020939697256906,0.35213160322953,MI_L,L,insular and frontal opercular cortex,insular and FO
109,target,3711,2.63807838538613e-06,0.0287491442284327,2.05498482798818e-05,MI_L,L,insular and frontal opercular cortex,insular and FO
110,congruency,1632,0.997550493673313,-0.0260968963371727,0.999998713932226,Pir_L,L,insular and frontal opercular cortex,insular and FO
110,distractor,2765,0.114822737961727,0.00919139098475174,0.62660680393575,Pir_L,L,insular and frontal opercular cortex,insular and FO
110,incongruency,2925,0.0385099840686473,0.0336785903864017,0.130788625138802,Pir_L,L,insular and frontal opercular cortex,insular and FO
110,target,2803,0.0907863183090578,0.00874309320732871,0.103427451238167,Pir_L,L,insular and frontal opercular cortex,insular and FO
111,congruency,2551,0.328901990687106,0.00577331456198255,0.999998713932226,AVI_L,L,insular and frontal opercular cortex,insular and FO
111,distractor,2708,0.158827426395254,0.00527361425767022,0.690010690627406,AVI_L,L,insular and frontal opercular cortex,insular and FO
111,incongruency,3081,0.0101422635884202,0.055742600562242,0.0500166423538532,AVI_L,L,insular and frontal opercular cortex,insular and FO
111,target,3543,3.77622299613363e-05,0.03514945985793,0.000156257503288288,AVI_L,L,insular and frontal opercular cortex,insular and FO
112,congruency,2315,0.652964719873665,0.0051233883071042,0.999998713932226,AAIC_L,L,insular and frontal opercular cortex,insular and FO
112,distractor,2576,0.297523510813157,0.00886802569340479,0.823911260713359,AAIC_L,L,insular and frontal opercular cortex,insular and FO
112,incongruency,2641,0.223069081170266,0.0259483389955094,0.373511019633933,AAIC_L,L,insular and frontal opercular cortex,insular and FO
112,target,2875,0.0557973540444234,0.0134166134830526,0.066075813999975,AAIC_L,L,insular and frontal opercular cortex,insular and FO
113,congruency,2290,0.685070909330573,-0.00430423869561572,0.999998713932226,FOP1_L,L,posterior opercular cortex,pOperc
113,distractor,2671,0.192648896284096,0.0112523209958109,0.693536026622745,FOP1_L,L,posterior opercular cortex,pOperc
113,incongruency,2895,0.0482626426310649,0.0417597784080565,0.149596862755246,FOP1_L,L,posterior opercular cortex,pOperc
113,target,3715,2.46586962237615e-06,0.0371293475290286,2.05498482798818e-05,FOP1_L,L,posterior opercular cortex,pOperc
114,congruency,1833,0.982194485181944,-0.0177064803785089,0.999998713932226,FOP3_L,L,insular and frontal opercular cortex,insular and FO
114,distractor,2491,0.408916702422834,0.00325592466436213,0.974900747498148,FOP3_L,L,insular and frontal opercular cortex,insular and FO
114,incongruency,3010,0.019251988063675,0.0394252238232481,0.0796633988841722,FOP3_L,L,insular and frontal opercular cortex,insular and FO
114,target,3585,2.00410646393466e-05,0.0403753954077038,9.36984840281141e-05,FOP3_L,L,insular and frontal opercular cortex,insular and FO
